query_id	query_terms	doc_id	audio_filename	summary_type	summary	rank
0_2ba16bc943e4fe8c05c2f1482f17e296	child sex abuse sydney school	1a586a9991812e2e6d296774f4a27975	20150211-twt08-roycomcross	text_auto	orthodox jewish school has conceded supporters tonight school needed to apologize directly to abuse victims many	16
0_2ba16bc943e4fe8c05c2f1482f17e296	child sex abuse sydney school	5deeff928b2d5cc6ac4ffd3c4ec943cb	20150304-twt10-rcknoxwed	text_auto	National commission on child sexual abuse with phone hypnosis sydney silk scrubs go the game negating	17
0_2ba16bc943e4fe8c05c2f1482f17e296	child sex abuse sydney school	85d79e00f8aa4a2bd41141b6cad6e3ce	20150213-twt04-roycomyeshiva	text_auto	jimmy chichi the community with a victim of child sex abuse abuse ana college many waxwing publicly delegations	18
0_2ba16bc943e4fe8c05c2f1482f17e296	child sex abuse sydney school	8ceb2408be283c8d0ec158b178328fa7	20150213-pm11-roycommfri	text_auto	through commission hearings into the handling of child sex abuse cases  It is she the same dizzy melbourne and	19
0_2ba16bc943e4fe8c05c2f1482f17e296	child sex abuse sydney school	447a76dab5a0dd61b69b88311a95ba59	20150209-pm06-roycommmonday	text_auto	Golden ox rabbi has called the child sex abuse trial commission jewish pedophiles who painted the old	20
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	c6b446565d5e8b6121846784c8d12c51	20141008-twt02-shanahaniv	text_auto	Whats into this phone is insane stomach bonnie city you escalation  He strikes again I lost you	1
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	2f21ea19d64dee2c5e77aa22673f9428	20141008-eam03-kobanefight	text_auto	codispot is it on hold of you so by sunstate extremists but they losing to retreat under attack from	2
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	b08cac521a04942210722dc71e0aee5c	20141008-pm05-kobaneturkey	text_auto	the syrian city of cubani on the turkish border airstrikes a piece of slow the progress of the so called	3
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	53f3dce0fa6dc131687c942d23a12351	20141009-eam02-kobanekerry	text_auto	led coalition doing enough today  The Sporadic airstrikes on I spotted in to bonnie  They have installed	4
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	c53d7b5a21869cf4b008981173b8f4fa	20141010-rnam02-kobane	text_auto	Titties forces side of school the advance of islamic statements in the syrian port town of khubani's	5
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	f5de72dfddfb4087be9eb2a33bfba13e	20150217-rnam04-libyaegypt	text_auto	coptic christians in just watched a series of airstrikes  It is typed  It is like state positions  Now	6
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	ede1964e9b965af1bde0b28c283fe040	20141011-am04-kobaneenvoy	text_auto	Is an excitement in can confirm  We have reportedly extend the date entry taking forty to fifty poun	7
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	256c40bc747cb2b64225d65e38706b8f	20141021-eam03-turkeyborder	text_auto	Police forces into bonnie have received a second major boost in twenty four ounce within used iraqi	8
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	e32194d49bb25bba6a11fab1a81b5edc	20141203-twt08-isiupdate	text_auto	United states believes coalition air strikes have inflicted significant damage on islamic state's ab	9
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	e7658151a0468cbd28ff97e6f09960f	20141114-twt10-yaxleycross	text_auto	Does return email to al top story  The prime minister tony abbott says estrada will be watching the	10
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	3c90486a6cc8f8b523149fd3d9e88a13	20150325-pm06-subsreax	text_auto	on the federal government to build the next lisa submarines in australia  They raised concerns that politics	1
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	c001344263e621a337d591d351455dbd	20150325-rnam03-pennywongiv	text_auto	positions by percent a plan  It says mensual submarines of does mankind and steins in australia but that's all	2
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	8811802cd2ba2a8432aaa9a9733762b7	20150325-am02-subssummit	text_auto	pressuring the federal governments to build the submarines in australia with an international does on in adelaide	3
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	9f7c2a5661428d1e6c8c01bda2769b89	20141024-am08-germansubmarines	text_auto	executive of stanford is it would build the submarines in australia  He spoke to political correspondent	4
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	9324b046045dd4a81e4167de0dd3db34	20150210-pm03-subsconfusion	text_auto	In south australia confusion of the process in creating the political process to build the summer and	5
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	c5e9443126f1fa524250dcfbdbf3f8df	20150325-twt06-subsplan	text_auto	the party's plan for sat is micks flee the submarines as fancy nancy pelosi  The submarines to summit in	6
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	f906ad0c03adb3fc7226ed33861546da	20141015-pm08-subrethink	text_auto	senate visiting it's looking building a site is next generation of submarine luckily this been continuous	7
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	fd16d9f726395c60b729970d7efb6127	20150327-pm10-subspromise	text_auto	of a secret deal to have japan build us a is next week of submarines tony abbott skin entrance is easter	8
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	7eed5382b7e89edae73db5109b752874	20150217-pm02-emotivesubs	text_auto	the argument about where the next generation of submarine should be built in aside if I emotive the political	9
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	f581103f503c74f03de92b492d2c52d7	20141209-rnpm02-navalbuilds	text_auto	before the election the coalition promised to build Submarine seemed like I was on there has been growing	10
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	3e69b4a6bff5831acd32e4df4bc832f8	20150305-twt07-greghunt	text_auto	breakthrough on renewable energy talked miss is being a negotiations with the renewable energy industry and	1
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	e65198fd85e6e8c86a773697720461e6	20141112-eam01-retimpasse	text_auto	any move to weaken or abolish astray is renewable energy target during this column but will continue that	2
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	c1e72443002e643549068fcabc793a04	20150325-pm04-retprogress	text_auto	The clean energy council is often a compromise on a site is renewable energy target the council into	3
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	6ff6e3cc44cecde6106529e95b5f060e	20142022-pm01-rettalks	text_auto	41000 gigawatt house of state is energy use should come from renewable energy by ten twenty but the got mad	4
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	8fe1253dd43d8549a730579b7a3193eb	20141212-pm05-hydroret	text_auto	company has blamed on set in sierra site is renewable energy target precision to shell the major project in	5
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	51f25b6fadf0e8ce964a15b694121025	20141112-twt03-retreax	text_auto	jobs in renewable energy investment meylanti lower prices for consumers with renewable  Energy your petition	6
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	16d8e5939ccf6a787ef08276a1b82151	20141202-twt09-solarfarm	text_auto	thousand pounds of road any pointers let the renewable energy sector he but in spite and must be said feeling	7
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	e6efe2e5f276b43ce346b08ddd68d3e7	20150309-twt11-retreax	text_auto	dollar wing stop in australia original renewable energy targets with 41000 kate walsh  I was four twenty	8
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	546272d1231fc8b35a65e0613c21f1b3	20150305-pm07-rettalks	text_auto	and a renewable energy industry is within reach community council which forced represents renewables is	9
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	c400d55564bfce722b689f5ad12aa194	20141112-pm03-palmerpower	text_auto	twenty the target is expressed as they got fourty one thousand giga  What I was renewable energy generation	10
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	e132e3eaddf44c621f2423b2dbf52fa7	20150206-pm09-rcyeshivah	text_auto	child  I know I really didn't know much about sex abuse and all a that I want someone to criminal activity	11
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	c5f92a6e32e73b8ec9bde7807715b1ef	20150318-pm03-fosterwednesday	text_auto	child abuse in out of hunt it also today the families of victims could start a new south wales cup open	12
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	3e6468dbb1bbf5e22f90212239645c57	20141203-pm07-yogasisters	text_auto	ritual sexual abuse in brutal physical violence  They suffered a room at new south wales yoga at ran in	13
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	223026c9fa8c1e5ce6d891c9413ccdb6	20141202-twt04-rcyogadayone	text_auto	child abuse roll commission has opened a public hearing into the allegations of child sexual abuse at yoga	14
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	7e622823920517beb958f2b23f5c4b59	20141208-twt06-yogaconsent	text_auto	There been hated exchanges at the child abuse roll commission this morning per second a key witness known	15
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	3ec4c17922a9c90150e57ecd7cc86dae	20141022-twt06-royalbethcar	text_auto	morning disinclined is taking your friend look at the abuse of aboriginal children the desk until sometime to	16
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	8ba11a154ea14b78f78b0e548b37d68b	20141007-rnam03-hillsong	text_auto	The child abuse roll commission will to die at the public inquiry into how highprofile religious movement	17
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	464b0a54d39b4fae62f93d8a1c5b49ff	20141024-pm01-bethcarsorry	text_auto	have a state is new south wales defend itself against fifteen victims of abuse from japan's top childrens	18
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	a30452c41dafda54aec19210a6399be9	20141023-pm05-rankhypocrisy	text_auto	lawsuit involving child abuse victims from the best car children's home roll commissions been told of	19
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	d7a11bc64c457303acce0b82d34c4c02	20141126-pm03-royalcommision	text_auto	message sex abuse reports the totals federal commission later because at least thirteen alleged abuses of	20
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	89c80d00bde87589aaa41c37f5eac59b	20150220-twt09-chinafood	text_auto	I can about producing foods of loss     acceptable safety and quality standards  This process is genuine	1
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	1cf2cd84cb896bd76c65cb8b5cdf5c93	20141128-rnam05-chickendisease	text_auto	planks  But that may not be the case after food standards agency report today off to media pressure of	2
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	3ae5a86d00c31934b710f220a3239e4d	20150302-twt04-supermarketcode	text_auto	supply agreements to be Pink and sits minimum standards of behavior why does raymond think I shattered	3
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	e6999f2887ffaf54a3421248dc015ef3	20150216-twt09-berrysick	text_auto	Italian food bank at happy city today reeling from a backlash to be cool this is a contaminated frozen	4
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	409864b4ac6422f9b238505eedc63e80	20150320-twt07-boardingstandards	text_auto	students according to the bodie deborah christensen standards of finally improved from the lapses of the past	5
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	c3ec597d9dfd2c3990b139349c1476c0	20150324-twt05-vanuatufood	text_auto	three countries helping the world food program supply aways soul food to the people that one two whats	6
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	265f713aadbd29914334c988d735fea5	20141202-pm08-lockedout	text_auto	legislation principles now have writing talent and and exclude students even incident happened  Outside of school	7
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	daca0c2aca1c4cba7bcddc2d9fe71cd4	20150227-am06-transfatlabelling	text_auto	stress is food safety regulators is on average the amount of trans fats in restaurant food is now followed	8
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	35405756024a27bc9ca613ee99749950	20141016-twt04-hungerreport	text_auto	estrogen in silk food makes the most ts support  The country's largest relief organization food bank check	9
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	3ee5e8e7bc0f4c2631167f35a8f7d170	20141125-eam03-nanofoodpackaging	text_auto	The big food standards bodies on define freaks quitting hannah materials from its investigation into	10
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	db8f6b102cf957f837e38bb4c3558	20141119-twt03-wedshutchins	text_auto	The child abuse will commission has begun hearings into allegations of abuse at one of tasmania's most	1
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	42299a1553c3580b77ff66e8ee0ae384	20141125-pm07-tueshutchins	text_auto	Child abuse welcome xmas been this messed up week  If hearings examining the survivors twenty year struggle	2
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	5c1368672a6fb71c7b3b9cb834283e0f	20141124-pm06-mondayhutchins	text_auto	expressed his disappointment of the child abuse  Well commission about one of the state's most prestigious	3
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	f8f8fdb1e47541b15c14e56d01f7a2fd	20141218-twt09-hutchinsbraveheart	text_auto	The roll commission into child sexual abuse won't be hearing from a former ilyjp and fall at how about	4
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	4cdd91e175c06e0f6120020e018fe1c9	20141119-pm07-wedsrc	text_auto	commission today the hearing center dontez many is haley hutchins school commission heard the     head	5
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	ff5b12051ff7dbfef9bd9dc73fd27b4d	20141121-pm04-frihutchins	text_auto	street sexual abuse survivor with dignity counsel assisting the child abuse call commission suggested the	6
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	354fdc5240315ea682eeaf0829aefa60	20150226-twt07-hutchinsabuse	text_auto	associate reports the roll commissioning seems to to shop responses to child sexual abuse has made more than	7
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	cd4272ed1bead713d4b3fa07b1d97a0e	20150223-eam03-rcknoxgrammar	text_auto	with sexually abused the school say that looks forward to working with the royal commission uniting church	8
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	e132e3eaddf44c621f2423b2dbf52fa7	20150206-pm09-rcyeshivah	text_auto	rabbi is tell the royal commission  He didn't know the lowe's on child sexual abuse claims dealing with	9
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	b3a8c40443a082b556f0ccb08f57be4c	20150310-pm06-rcfostercourt	text_auto	The story from the child abuse royal commission contains details  You may find a stebbings more than	10
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	62022fba315c2d7bf984d5047e32bf20	20141025-cr03-protestlife	text_auto	lydia cell three weeks ago when the pro democracy protests in hong kong was in full swing support among the	1
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	496b7899c6dd1ad55dc3608da724e145	20141001-twt05-lockehk	text_auto	happening in hong kong for fear that the this could lead the protests and the encouragement of protest  So on	2
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	c93686c4b63dffa55359bce84cf43e3f	20141001-twt04-hkprotestors	text_auto	The number of prodemocracy protests is on the streets of hong kong is growing  So the today is china	3
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	ea9e492f882e0ed67d2e2249777f6982	20141006-pm08-hongkongmonday	text_auto	just be some uses concord lee hong kong residents rob said protesters but even the police admitted that	4
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	7a9f9f57d1114596e375fa32bfc99db1	20141006-twt05-HKclarke	text_auto	Text hassan hong kong when he persisted define got matilda to abandon a prodemocracy valleys government	5
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	df6cd188b00bd6aa2c7efc44aa0b80ac	20141013-twt06-hkmonday	text_auto	The to hong kong     with your signs of painting is losing patience with the price moxie protistas school	6
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	d20a7657a61f0ad3ddacaecbf2ffcc16	20141005-cr02-hongkong	text_auto	for up to seventy metres prodemocracy protesters in hong kong has this as a backup in case authorities	7
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	1f6f797f9a4d01c89eb310b789581ebd	20141003-pm07-HKACELIVE	text_auto	In hong kong the government has agreed to hold talks with protest leaders of the mass demonstrations	8
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	ebca8d12659abac948a8e142353c24b6	20141201-twt06-honkongrepl	text_auto	Tensions in hong kong have escalated with police clashing with thousands of prodemocracy protesters who are	9
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	4e07f7e70251876a3fe615d04eeae713	20141003-am06-hongkongfriday	text_auto	on to say he will seek to microphones and help hong kong find mean when people the cheap universal suffrage	10
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	db8f6b102cf957f837e38bb4c3558	20141119-twt03-wedshutchins	text_auto	The child abuse will commission has begun hearings into allegations of abuse at one of tasmania's most	1
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	42299a1553c3580b77ff66e8ee0ae384	20141125-pm07-tueshutchins	text_auto	skeptical about the sincerity of the apology text metal reports child abuse  If I am I had to do with three	2
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	5c1368672a6fb71c7b3b9cb834283e0f	20141124-pm06-mondayhutchins	text_auto	Tasmanian anglican bishops has expressed his disappointment of the child abuse  Well commission about one	3
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	ff5b12051ff7dbfef9bd9dc73fd27b4d	20141121-pm04-frihutchins	text_auto	street sexual abuse survivor with dignity counsel assisting the child abuse call commission suggested the	4
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	8ba11a154ea14b78f78b0e548b37d68b	20141007-rnam03-hillsong	text_auto	The child abuse roll commission will to die at the public inquiry into how highprofile religious movement	5
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	ae18611915271beab68a217cc1ca6afb	20141212-am03-priestclibacy	text_auto	sexual abuse of children  The church is truth justice and healing council city to commission will most	6
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	f8f8fdb1e47541b15c14e56d01f7a2fd	20141218-twt09-hutchinsbraveheart	text_auto	The roll commission into child sexual abuse won't be hearing from a former ilyjp and fall at how about	7
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	f4040a6e0ae1ce588bbfe21bb79a213b	20150327-pm02-redressfri	text_auto	being twenty five public hearings of the child abuse royal commission and the cami  This is tony it's workable	8
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	4cdd91e175c06e0f6120020e018fe1c9	20141119-pm07-wedsrc	text_auto	unfolded     the child abuse law commission today the hearing center dontez many is haley hutchins school commission	9
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	c7e172c4af293fdf3211d27389814810	20141003-pm05-policecathinquiry	text_auto	catholic church which may have enabled address to conceal information about child sexual abuse last year	10
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	9b674d3c6d2387cd69c9e2d2f88a94d0	20150211-twt05-radicalisationschools	text_auto	youngest reigning two schoolteachers st  I need help dealing with this rain in principle federations morning	131
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	5eec4e901afc3ba022af54baf7f17f26	20141204-pm07-nalderthursday	text_auto	ministerial capacity with the ceiling is personal financial interest  She Standing at the department of permian	132
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	5a639345a44c32ffa71bbecf85305b93	20150217-am07-budgetfairness	text_auto	why that some retiree tribal construction at financial affairs in order to qualify for pensions when	133
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	28912188f75de6e7ee5afe07cb81915b	20150218-pm05-retirementbudget	text_auto	lost yet to lead a review into the countries financial sector has been making dire predictions about	134
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	7acd32975b10716d5a60d86f2313494a	20150203-rnam05-manusdutonpato	text_auto	conscious is australia will have to shoulder the financial burden of resettling refugees into this challenging	135
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	ee574969e572723d870fa773dc11dad3	20141219-twt08-unioncommissionrpl	text_auto	prosecuting them paul conspiracy and obtaining financial advantage by deception  This is rose wilson's	136
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	6f1a89655836b782cf7624cbc6024ebd	20141023-twt04-canadaaustralia	text_auto	fed a conversation to you and     a system for financial resources department has been reluctant to authorize	137
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	1f7f1615e2ac7e41876e9d4a9a7ae6be	20150323-twt06-frasercondonces	text_auto	street intensive spoken warmly of mr  Frightened financial decisions including project In the great barrier	138
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	6d0f60c8a5815e0a714931bc4cae84ce	20141219-pm04-commissionfollow	text_auto	to be considered the prosecution for obtaining financial advantage by deception and conspiracy for establishing	139
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	41a7f36f0bd8ca6a4867f2e7d7c24f57	20150311-pm01-remotecommunities	text_auto	to richard dumbest thing to assist and provide financial assistance to a lab intuitive but we are also	140
