query_id	query_terms	doc_id	audio_filename	summary_type	summary	rank
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	f5de72dfddfb4087be9eb2a33bfba13e	20150217-rnam04-libyaegypt	text_metadata	widening of the war against the Islamic State extremist group to include Libya  After militants in Libya	6
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	ede1964e9b965af1bde0b28c283fe040	20141011-am04-kobaneenvoy	text_metadata	Syrian border town  Islamic State militants in Kobane have reportedly extended their territory, taking	7
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	256c40bc747cb2b64225d65e38706b8f	20141021-eam03-turkeyborder	text_metadata	forces to join the fight against IS in Kobane  Kurdish forces in Kobane have received their second major boost	8
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	e32194d49bb25bba6a11fab1a81b5edc	20141203-twt08-isiupdate	text_metadata	damaged by coalition airstrikes  The United States believes coalition airstrikes have inflicted significant	9
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	e7658151a0468cbd28ff97e6f09960f	20141114-twt10-yaxleycross	text_metadata	measures targeting citizens fighting with Islamic extremists  The Prime Minister Tony Abbott says Australia	10
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	3c90486a6cc8f8b523149fd3d9e88a13	20150325-pm06-subsreax	text_metadata	local submarine build  Several former naval officers are calling on the Federal Government to build the	1
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	c001344263e621a337d591d351455dbd	20150325-rnam03-pennywongiv	text_metadata	present a plan to ensure submarines are built, maintained, and sustained in Australia  The process would	2
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	8811802cd2ba2a8432aaa9a9733762b7	20150325-am02-subssummit	text_metadata	local submarine build  A retired Japanese Vice Admiral says the country could work with Australia to build	3
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	9f7c2a5661428d1e6c8c01bda2769b89	20141024-am08-germansubmarines	text_metadata	could build submarines in Australia  Building the next generation of submarines for Australia is a m	4
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	9324b046045dd4a81e4167de0dd3db34	20150210-pm03-subsconfusion	text_metadata	Submarine confusion increases calls for a local build  In South Australia, confusion over the process	5
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	c5e9443126f1fa524250dcfbdbf3f8df	20150325-twt06-subsplan	text_metadata	Labor's submarine plan a 'fantasy', says Defence Minister, Kevin Andrews  The Defence Minister has dismissed	6
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	f906ad0c03adb3fc7226ed33861546da	20141015-pm08-subrethink	text_metadata	for local submarines to be considered  The Federal Government is being urged to look at building Australia's	7
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	fd16d9f726395c60b729970d7efb6127	20150327-pm10-subspromise	text_metadata	secret deal has been done with Australia to build the next fleet of submarines  There has been ongoing speculation	8
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	7eed5382b7e89edae73db5109b752874	20150217-pm02-emotivesubs	text_metadata	arguments about whether the next submarine fleet should be built in Australia are 'emotive'  The political	9
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	f581103f503c74f03de92b492d2c52d7	20141209-rnpm02-navalbuilds	text_metadata	whether Australia can support the industry going forward - including the next submarine build  The defence	10
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	3e69b4a6bff5831acd32e4df4bc832f8	20150305-twt07-greghunt	text_metadata	on the Renewable Energy Target  The Minister has been in negotiations with the renewable energy industry	1
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	e65198fd85e6e8c86a773697720461e6	20141112-eam01-retimpasse	text_metadata	Labor quits negotiations on renewable energy target  The Federal Opposition has walked away from negotiations	2
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	51f25b6fadf0e8ce964a15b694121025	20141112-twt03-retreax	text_metadata	Government over the future of the 20 per cent renewable energy target  However, the Government says Labor is	3
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	6a4717acce005c8f2b97ac9ed2ab66ef	20150224-twt10-cheapsolar	text_metadata	steer Germany towards its 80 per cent renewable energy target	4
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	c1e72443002e643549068fcabc793a04	20150325-pm04-retprogress	text_metadata	Clean Energy Council offers a compromise on Australia's renewable energy target  The Clean Energy Council	5
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	e6efe2e5f276b43ce346b08ddd68d3e7	20150309-twt11-retreax	text_metadata	says it hopes to reach a deal on the Renewable Energy Target by Easter  Several companies have shelved	6
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	546272d1231fc8b35a65e0613c21f1b3	20150305-pm07-rettalks	text_metadata	but still sticking points  A deal on the renewable energy target seems close, but it seems there are still	7
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	8fe1253dd43d8549a730579b7a3193eb	20141212-pm05-hydroret	text_metadata	project  An energy company has blamed uncertainty over Australia's renewable energy target for its decision	8
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	6ff6e3cc44cecde6106529e95b5f060e	20142022-pm01-rettalks	text_metadata	to scale back the renewable energy target to what it calls 'a real 20 per cent' target, just before sitting	9
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	16d8e5939ccf6a787ef08276a1b82151	20141202-twt09-solarfarm	text_metadata	elsewhere, Australia is still debating its renewable energy target	10
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	d742ed174b8108b6164cf413bbe4a170	20141210-twt05-ashrampeople	text_metadata	Yoga ashram will do 'whatever it takes' to make things right for child abuse victims  CEO  Sarah Tetlow	11
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	6b2f382339c0cb73e8a7647a70af6b3c	20141205-pm09-yogasorry	text_metadata	handmaiden expresses shame and regret over abuse of ashram children  The former lover of a yoga guru who's	12
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	ae7b3b1758619f6c61d110e29b48f18c	20150224-am04-abuseclaims	text_metadata	Child sex abuse claim time limits to go in Victoria  The Victorian Government is introducing a bill into	13
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	3e6468dbb1bbf5e22f90212239645c57	20141203-pm07-yogasisters	text_metadata	suffered while living at a yoga ashram at the hands of a spiritual leader and his partner Shishy  One victim	14
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	9576426f6cc2f5c27705eedf92b1a895	20150212-pm06-roycommthurs	text_metadata	principal apologises to school abuse victims  The royal commission into child sex abuse has heard the former principal	15
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	8ceb2408be283c8d0ec158b178328fa7	20150213-pm11-roycommfri	text_metadata	implicitly criticising child sex abuse victims who had reported their abuse	16
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	223026c9fa8c1e5ce6d891c9413ccdb6	20141202-twt04-rcyogadayone	text_metadata	evidence about allegations of child sexual abuse at a yoga ashram in the hinterland of the NSW central coast	17
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	447a76dab5a0dd61b69b88311a95ba59	20150209-pm06-roycommmonday	text_metadata	Centre has told the child sex abuse Royal Commission media hype on child sex abuse can encourage people to	18
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	54c3112d9b0c3dd7246075858d6c8f56	20150317-twt03-fostertuesday	text_metadata	Child sex abuse inquiry hears vulnerable children exploited by sex predators  The royal commission into	19
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	85d79e00f8aa4a2bd41141b6cad6e3ce	20150213-twt04-roycomyeshiva	text_metadata	denies sermons targeted abuse victims  At the Royal Commission into child sex abuse, the head rabbi of M	20
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	89c80d00bde87589aaa41c37f5eac59b	20150220-twt09-chinafood	text_metadata	export foods are regulated by different standards, and one China observer says food safety standards in China	1
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	1cf2cd84cb896bd76c65cb8b5cdf5c93	20141128-rnam05-chickendisease	text_metadata	plates, but that may not be the case after a Food Standards Agency Report today  After media pressure,	2
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	3ae5a86d00c31934b710f220a3239e4d	20150302-twt04-supermarketcode	text_metadata	Billson says the code will improve negotiating standards between suppliers, wholesalers and retailers,	3
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	e6999f2887ffaf54a3421248dc015ef3	20150216-twt09-berrysick	text_metadata	ion raises questions about trade deal safety standards  Patties Food's is today managing the fallout	4
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	409864b4ac6422f9b238505eedc63e80	20150320-twt07-boardingstandards	text_metadata	have new standards to ensure children are safe  Industry associations have met with Standards Australia	5
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	c3ec597d9dfd2c3990b139349c1476c0	20150324-twt05-vanuatufood	text_metadata	Food packages on way to worst hit Vanuatu islands  The United Nations World Food Programme says food	6
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	265f713aadbd29914334c988d735fea5	20141202-pm08-lockedout	text_metadata	laws introduced by the Queensland Government are excluding some students from mainstream edcuation, and causing	7
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	daca0c2aca1c4cba7bcddc2d9fe71cd4	20150227-am06-transfatlabelling	text_metadata	Australia's food safety regulator says, on average, the amount of trans fats in Australian food is now so	8
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	35405756024a27bc9ca613ee99749950	20141016-twt04-hungerreport	text_metadata	s relying on food relief each month  Over half a million Australian are relying on food relief each month	9
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	3ee5e8e7bc0f4c2631167f35a8f7d170	20141125-eam03-nanofoodpackaging	text_metadata	of nano-materials in food packaging  Friends of the Earth has criticised the food safety regulator for	10
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	db8f6b102cf957f837e38bb4c3558	20141119-twt03-wedshutchins	text_metadata	Child abuse royal commission begins hearings into Hutchins School in Hobart  The child abuse royal commission	1
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	42299a1553c3580b77ff66e8ee0ae384	20141125-pm07-tueshutchins	text_metadata	Abuse survivor cynical at timing of Hutchins' apology  The child abuse Royal Commission has spent the	2
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	5c1368672a6fb71c7b3b9cb834283e0f	20141124-pm06-mondayhutchins	text_metadata	expressed his disappointment at the child abuse Royal Commission about one of the state's most prestigious	3
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	ff5b12051ff7dbfef9bd9dc73fd27b4d	20141121-pm04-frihutchins	text_metadata	rather than abuse victim's dignity  The royal commission into child sex abuse is examining abuse by at least	4
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	f8f8fdb1e47541b15c14e56d01f7a2fd	20141218-twt09-hutchinsbraveheart	text_metadata	witnesses at the royal commission into child sexual abuse  The former teacher at the Hutchins School in Hobart	5
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	4cdd91e175c06e0f6120020e018fe1c9	20141119-pm07-wedsrc	text_metadata	apologised earlier to abuse sufferer  The Royal Commission into child sexual abuse is holding hearings	6
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	354fdc5240315ea682eeaf0829aefa60	20150226-twt07-hutchinsabuse	text_metadata	former teacher accused of child sex abuse  The royal commission into child abuse has heard allegations that	7
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	a88e9418786d6992d52ae491b75e9b03	20150202-twt07-jewishschools	text_metadata	Royal commission investigates child sexual abuse in Jewish community  The royal commission into child	8
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	336fd0cf992d4a52fc3bfb46113abf0f	20150310-twt05-rcfosterabuse	text_metadata	Child abuse royal commission takes new approach to out of home care inquiry  The first policy-focused	9
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	416557b316809d63b1dbd6c121a1fcec	20150202-am07-yeshivahrpl	text_metadata	Child sex abuse Royal Commission to examine handling of allegations by Jewish organisations  In its first	10
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	c93686c4b63dffa55359bce84cf43e3f	20141001-twt04-hkprotestors	text_metadata	Protesters ready for another day of pro-democracy demonstrations in Hong Kong  Protesters in Hong Kong	1
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	ebca8d12659abac948a8e142353c24b6	20141201-twt06-honkongrepl	text_metadata	Hong Kong  police clash with thousands of pro-democracy protesters  Tensions in Hong Kong have escalated	2
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	336544b6517c05b1ac04c3ada5eb6593	20141001-pm05-hongkongwednesday	text_metadata	signs that the momentum of the mass pro-democracy campaign in Hong Kong is waning with thousands of protestors	3
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	ea9e492f882e0ed67d2e2249777f6982	20141006-pm08-hongkongmonday	text_metadata	chief Asia economist is warning that the protests in Hong Kong could hurt China's economy as well as the	4
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	7a9f9f57d1114596e375fa32bfc99db1	20141006-twt05-HKclarke	text_metadata	Hong Kong protesters hold ground despite return to normal life  Normal life is resuming slowly in parts	5
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	df6cd188b00bd6aa2c7efc44aa0b80ac	20141013-twt06-hkmonday	text_metadata	Hong Kong boss warns protesters Beijing is not for turning  The chief executive of Hong Kong, C Y Leung	6
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	4e07f7e70251876a3fe615d04eeae713	20141003-am06-hongkongfriday	text_metadata	Hong Kong's Chief Minister agrees to talks with pro-democracy protesters  The stand-off in Hong Kong	7
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	496b7899c6dd1ad55dc3608da724e145	20141001-twt05-lockehk	text_metadata	How the Hong Kong protests will impact Taiwan  Thousands of rain-soaked pro-democracy demonstrators in	8
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	760e2bb44178f45ac3e9a071ba474bed	20141006-am01-hklatestqanda	text_metadata	Hong Kong protesters refuse to follow orders to clear the streets  Hong Kong's pro-democracy protesters	9
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	62022fba315c2d7bf984d5047e32bf20	20141025-cr03-protestlife	text_metadata	A day in the life of a Hong Kong protestor  Protests in Hong Kong have entered their fourth week with	10
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	db8f6b102cf957f837e38bb4c3558	20141119-twt03-wedshutchins	text_metadata	Child abuse royal commission begins hearings into Hutchins School in Hobart  The child abuse royal commission	1
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	42299a1553c3580b77ff66e8ee0ae384	20141125-pm07-tueshutchins	text_metadata	Abuse survivor cynical at timing of Hutchins' apology  The child abuse Royal Commission has spent the	2
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	5c1368672a6fb71c7b3b9cb834283e0f	20141124-pm06-mondayhutchins	text_metadata	bishop disappointed with Hutchins' response to abuse survivor  Tasmania's Anglican bishop has expressed his	3
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	ff5b12051ff7dbfef9bd9dc73fd27b4d	20141121-pm04-frihutchins	text_metadata	rather than abuse victim's dignity  The royal commission into child sex abuse is examining abuse by at least	4
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	8ba11a154ea14b78f78b0e548b37d68b	20141007-rnam03-hillsong	text_metadata	Christian Churches under the glare of child abuse Royal Commission  The child abuse Royal Commission is taking	5
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	ae18611915271beab68a217cc1ca6afb	20141212-am03-priestclibacy	text_metadata	to the Royal Commission into Child Sexual Abuse over the last two years, the Catholic Church in Australia	6
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	f8f8fdb1e47541b15c14e56d01f7a2fd	20141218-twt09-hutchinsbraveheart	text_metadata	witnesses at the royal commission into child sexual abuse  The former teacher at the Hutchins School in Hobart	7
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	4cdd91e175c06e0f6120020e018fe1c9	20141119-pm07-wedsrc	text_metadata	apologised earlier to abuse sufferer  The Royal Commission into child sexual abuse is holding hearings	8
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	354fdc5240315ea682eeaf0829aefa60	20150226-twt07-hutchinsabuse	text_metadata	former teacher accused of child sex abuse  The royal commission into child abuse has heard allegations that	9
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	1d7add04fbeb382b43dd6267da760f44	20150227-twt06-rcknoxfri	text_metadata	sexual abuse  After days of harrowing evidence at the royal commission into child sexual abuse, the current	10
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	e1cbfaf62302963cf375e330765dcff2	20141119-twt02-financialchanges	text_metadata	Future of Financial Advice rules look set to unravel after PUP turmoil  The turmoil in the Palmer United	31
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	3509c92e1d6152bb0fd90c53f4972c88	20150221-sam02-nabcompo	text_metadata	Bad financial advice costs NAB millions in compensation to customers  The NAB has confirmed it has paid	32
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	3837cb076adb28236837b4c13246688a	20141020-eam01-iraqbishop	text_metadata	strikes deal to allow boots on the ground in Iraq  The Foreign Minister Julie Bisoph has struck a deal with	33
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	d7c28acc56a77caec63022ee9a6aa1f	20141110-rnam02-robbfta	text_metadata	China free trade deal 'within striking distance'  Robb  The catch cry of the Coalition when it came to	34
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	ca8e62acf256ad7e6623a746aa556027	20141105-twt06-keyisis	text_metadata	urgent legal changes to deal with foreign fighters  The New Zealand prime minister is following Australia's	35
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	e914ece85a544b277d9478306db033ee	20141030-twt02-climatecluster	text_metadata	sit into the night to pass Government's climate deal with Palmer  The Senate will continue sitting tonight	36
