query_id	query	doc_id	audio_filename	summary_type	audio_summary_filename	rank
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	ede1964e9b965af1bde0b28c283fe040	20141011-am04-kobaneenvoy	audio_metadata_synt	audio_metadata_synt/1_2f21ea19d64dee2c5e77aa22673f9428_20141011-am04-kobaneenvoy	7
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	256c40bc747cb2b64225d65e38706b8f	20141021-eam03-turkeyborder	audio_metadata_synt	audio_metadata_synt/1_2f21ea19d64dee2c5e77aa22673f9428_20141021-eam03-turkeyborder	8
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	e32194d49bb25bba6a11fab1a81b5edc	20141203-twt08-isiupdate	audio_metadata_synt	audio_metadata_synt/1_2f21ea19d64dee2c5e77aa22673f9428_20141203-twt08-isiupdate	9
1_2f21ea19d64dee2c5e77aa22673f9428	IS extremists Kobane US airstrikes	e7658151a0468cbd28ff97e6f09960f	20141114-twt10-yaxleycross	audio_metadata_synt	audio_metadata_synt/1_2f21ea19d64dee2c5e77aa22673f9428_20141114-twt10-yaxleycross	10
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	3c90486a6cc8f8b523149fd3d9e88a13	20150325-pm06-subsreax	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150325-pm06-subsreax	1
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	c001344263e621a337d591d351455dbd	20150325-rnam03-pennywongiv	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150325-rnam03-pennywongiv	2
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	8811802cd2ba2a8432aaa9a9733762b7	20150325-am02-subssummit	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150325-am02-subssummit	3
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	9f7c2a5661428d1e6c8c01bda2769b89	20141024-am08-germansubmarines	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20141024-am08-germansubmarines	4
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	9324b046045dd4a81e4167de0dd3db34	20150210-pm03-subsconfusion	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150210-pm03-subsconfusion	5
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	c5e9443126f1fa524250dcfbdbf3f8df	20150325-twt06-subsplan	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150325-twt06-subsplan	6
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	f906ad0c03adb3fc7226ed33861546da	20141015-pm08-subrethink	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20141015-pm08-subrethink	7
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	fd16d9f726395c60b729970d7efb6127	20150327-pm10-subspromise	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150327-pm10-subspromise	8
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	7eed5382b7e89edae73db5109b752874	20150217-pm02-emotivesubs	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20150217-pm02-emotivesubs	9
2_3c90486a6cc8f8b523149fd3d9e88a13	labour plan to build submarines in australia	f581103f503c74f03de92b492d2c52d7	20141209-rnpm02-navalbuilds	audio_metadata_synt	audio_metadata_synt/2_3c90486a6cc8f8b523149fd3d9e88a13_20141209-rnpm02-navalbuilds	10
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	3e69b4a6bff5831acd32e4df4bc832f8	20150305-twt07-greghunt	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20150305-twt07-greghunt	1
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	e65198fd85e6e8c86a773697720461e6	20141112-eam01-retimpasse	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20141112-eam01-retimpasse	2
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	51f25b6fadf0e8ce964a15b694121025	20141112-twt03-retreax	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20141112-twt03-retreax	3
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	6a4717acce005c8f2b97ac9ed2ab66ef	20150224-twt10-cheapsolar	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20150224-twt10-cheapsolar	4
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	c1e72443002e643549068fcabc793a04	20150325-pm04-retprogress	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20150325-pm04-retprogress	5
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	e6efe2e5f276b43ce346b08ddd68d3e7	20150309-twt11-retreax	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20150309-twt11-retreax	6
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	546272d1231fc8b35a65e0613c21f1b3	20150305-pm07-rettalks	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20150305-pm07-rettalks	7
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	8fe1253dd43d8549a730579b7a3193eb	20141212-pm05-hydroret	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20141212-pm05-hydroret	8
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	6ff6e3cc44cecde6106529e95b5f060e	20142022-pm01-rettalks	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20142022-pm01-rettalks	9
0_3e69b4a6bff5831acd32e4df4bc832f8	Renewable Energy Target	16d8e5939ccf6a787ef08276a1b82151	20141202-twt09-solarfarm	audio_metadata_synt	audio_metadata_synt/0_3e69b4a6bff5831acd32e4df4bc832f8_20141202-twt09-solarfarm	10
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	d742ed174b8108b6164cf413bbe4a170	20141210-twt05-ashrampeople	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20141210-twt05-ashrampeople	11
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	6b2f382339c0cb73e8a7647a70af6b3c	20141205-pm09-yogasorry	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20141205-pm09-yogasorry	12
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	ae7b3b1758619f6c61d110e29b48f18c	20150224-am04-abuseclaims	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20150224-am04-abuseclaims	13
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	3e6468dbb1bbf5e22f90212239645c57	20141203-pm07-yogasisters	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20141203-pm07-yogasisters	14
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	9576426f6cc2f5c27705eedf92b1a895	20150212-pm06-roycommthurs	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20150212-pm06-roycommthurs	15
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	8ceb2408be283c8d0ec158b178328fa7	20150213-pm11-roycommfri	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20150213-pm11-roycommfri	16
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	223026c9fa8c1e5ce6d891c9413ccdb6	20141202-twt04-rcyogadayone	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20141202-twt04-rcyogadayone	17
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	447a76dab5a0dd61b69b88311a95ba59	20150209-pm06-roycommmonday	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20150209-pm06-roycommmonday	18
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	54c3112d9b0c3dd7246075858d6c8f56	20150317-twt03-fostertuesday	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20150317-twt03-fostertuesday	19
1_3e6468dbb1bbf5e22f90212239645c57	Sex abuse New Sounth Wales ashram	85d79e00f8aa4a2bd41141b6cad6e3ce	20150213-twt04-roycomyeshiva	audio_metadata_synt	audio_metadata_synt/1_3e6468dbb1bbf5e22f90212239645c57_20150213-twt04-roycomyeshiva	20
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	89c80d00bde87589aaa41c37f5eac59b	20150220-twt09-chinafood	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20150220-twt09-chinafood	1
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	1cf2cd84cb896bd76c65cb8b5cdf5c93	20141128-rnam05-chickendisease	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20141128-rnam05-chickendisease	2
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	3ae5a86d00c31934b710f220a3239e4d	20150302-twt04-supermarketcode	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20150302-twt04-supermarketcode	3
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	e6999f2887ffaf54a3421248dc015ef3	20150216-twt09-berrysick	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20150216-twt09-berrysick	4
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	409864b4ac6422f9b238505eedc63e80	20150320-twt07-boardingstandards	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20150320-twt07-boardingstandards	5
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	c3ec597d9dfd2c3990b139349c1476c0	20150324-twt05-vanuatufood	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20150324-twt05-vanuatufood	6
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	265f713aadbd29914334c988d735fea5	20141202-pm08-lockedout	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20141202-pm08-lockedout	7
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	daca0c2aca1c4cba7bcddc2d9fe71cd4	20150227-am06-transfatlabelling	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20150227-am06-transfatlabelling	8
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	35405756024a27bc9ca613ee99749950	20141016-twt04-hungerreport	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20141016-twt04-hungerreport	9
2_3ee5e8e7bc0f4c2631167f35a8f7d170	nanomaterials excluded in food standards	3ee5e8e7bc0f4c2631167f35a8f7d170	20141125-eam03-nanofoodpackaging	audio_metadata_synt	audio_metadata_synt/2_3ee5e8e7bc0f4c2631167f35a8f7d170_20141125-eam03-nanofoodpackaging	10
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	db8f6b102cf957f837e38bb4c3558	20141119-twt03-wedshutchins	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20141119-twt03-wedshutchins	1
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	42299a1553c3580b77ff66e8ee0ae384	20141125-pm07-tueshutchins	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20141125-pm07-tueshutchins	2
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	5c1368672a6fb71c7b3b9cb834283e0f	20141124-pm06-mondayhutchins	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20141124-pm06-mondayhutchins	3
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	ff5b12051ff7dbfef9bd9dc73fd27b4d	20141121-pm04-frihutchins	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20141121-pm04-frihutchins	4
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	f8f8fdb1e47541b15c14e56d01f7a2fd	20141218-twt09-hutchinsbraveheart	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20141218-twt09-hutchinsbraveheart	5
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	4cdd91e175c06e0f6120020e018fe1c9	20141119-pm07-wedsrc	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20141119-pm07-wedsrc	6
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	354fdc5240315ea682eeaf0829aefa60	20150226-twt07-hutchinsabuse	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20150226-twt07-hutchinsabuse	7
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	a88e9418786d6992d52ae491b75e9b03	20150202-twt07-jewishschools	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20150202-twt07-jewishschools	8
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	336fd0cf992d4a52fc3bfb46113abf0f	20150310-twt05-rcfosterabuse	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20150310-twt05-rcfosterabuse	9
3_4cdd91e175c06e0f6120020e018fe1c9	royal commission Hutchins child abuse	416557b316809d63b1dbd6c121a1fcec	20150202-am07-yeshivahrpl	audio_metadata_synt	audio_metadata_synt/3_4cdd91e175c06e0f6120020e018fe1c9_20150202-am07-yeshivahrpl	10
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	c93686c4b63dffa55359bce84cf43e3f	20141001-twt04-hkprotestors	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141001-twt04-hkprotestors	1
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	ebca8d12659abac948a8e142353c24b6	20141201-twt06-honkongrepl	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141201-twt06-honkongrepl	2
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	336544b6517c05b1ac04c3ada5eb6593	20141001-pm05-hongkongwednesday	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141001-pm05-hongkongwednesday	3
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	ea9e492f882e0ed67d2e2249777f6982	20141006-pm08-hongkongmonday	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141006-pm08-hongkongmonday	4
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	7a9f9f57d1114596e375fa32bfc99db1	20141006-twt05-HKclarke	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141006-twt05-HKclarke	5
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	df6cd188b00bd6aa2c7efc44aa0b80ac	20141013-twt06-hkmonday	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141013-twt06-hkmonday	6
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	4e07f7e70251876a3fe615d04eeae713	20141003-am06-hongkongfriday	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141003-am06-hongkongfriday	7
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	496b7899c6dd1ad55dc3608da724e145	20141001-twt05-lockehk	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141001-twt05-lockehk	8
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	760e2bb44178f45ac3e9a071ba474bed	20141006-am01-hklatestqanda	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141006-am01-hklatestqanda	9
3_4e07f7e70251876a3fe615d04eeae713	pro-democracy protests Hong Kong	62022fba315c2d7bf984d5047e32bf20	20141025-cr03-protestlife	audio_metadata_synt	audio_metadata_synt/3_4e07f7e70251876a3fe615d04eeae713_20141025-cr03-protestlife	10
